"W1","W2","W3","W4","W5","W6","W7","W8","T","Y","g0"
1,1,1,1,1,1,1,1,1,16.8801214771908,0.615383756391182
0,1,0,0,0,0,0,0,1,12.4595978093892,0.46257015465625
1,1,0,1,0,0,1,0,0,13.110345794134,0.467545693612681
0,1,0,0,0,0,1,1,1,11.4702253324567,0.48750260351579
0,1,0,1,1,1,1,1,1,17.143882280287,0.683520893736316
0,1,1,0,1,1,1,0,1,13.8267587473503,0.634135591010801
1,1,0,1,1,1,0,1,0,14.967955242686,0.638763175148842
1,0,0,0,0,1,0,0,0,13.0742865526782,0.53742984534375
0,0,0,0,0,0,0,0,0,8.15363684335987,0.51249739648421
1,1,1,1,1,1,1,1,1,15.9663098035327,0.615383756391182
1,1,0,0,0,0,0,0,0,11.1860464312746,0.437823499114202
0,0,1,1,1,1,1,0,1,14.0793105584884,0.683520893736316
1,0,0,1,0,0,0,0,0,12.2903641189403,0.49250056244938
1,1,1,0,0,1,1,1,0,13.8934412095517,0.46257015465625
0,0,0,0,0,0,1,0,1,12.3074584647873,0.53742984534375
1,1,1,0,0,1,1,0,1,17.4021411103474,0.46257015465625
0,0,0,0,0,1,1,0,0,11.833471308112,0.58661757891733
0,1,0,1,0,1,0,1,0,12.3200504225762,0.51749285766639
1,0,1,1,0,1,1,0,1,15.84168088931,0.51749285766639
0,1,0,0,0,0,0,0,0,11.126920197734,0.46257015465625
1,0,0,1,0,0,1,1,1,14.6659205653966,0.51749285766639
0,1,0,0,0,0,1,1,1,12.9423335309882,0.48750260351579
1,1,1,1,1,1,1,0,1,14.3086312830167,0.615383756391182
0,0,0,0,0,0,0,0,0,8.26293097766206,0.51249739648421
1,1,1,1,1,1,0,0,0,14.7195475945661,0.59145897843278
0,1,1,0,0,0,1,0,1,13.8790219545646,0.437823499114202
1,0,1,1,1,1,0,1,1,15.7856084835798,0.638763175148842
1,1,0,1,1,1,1,1,0,14.6877050778416,0.661503159202952
0,1,0,0,0,0,1,0,0,11.3921823642385,0.48750260351579
1,0,1,0,0,0,1,1,0,12.0483664136502,0.46257015465625
0,0,0,0,0,1,1,0,1,13.7636456693265,0.58661757891733
1,1,0,1,1,1,0,0,1,17.2542132027287,0.638763175148842
1,1,0,0,1,1,0,1,1,14.7240466073807,0.634135591010801
0,0,0,0,0,1,1,1,0,12.4472566948764,0.58661757891733
0,0,0,0,0,0,1,0,1,12.0183656388474,0.53742984534375
0,1,1,0,1,1,1,0,0,13.0316683943056,0.634135591010801
0,1,0,0,0,0,0,0,0,8.10767698091816,0.46257015465625
0,0,0,0,0,0,0,0,1,10.9855252136092,0.51249739648421
1,1,0,0,1,1,1,1,0,14.9482420418599,0.657010462673499
1,1,0,0,1,1,1,1,1,15.5480676373619,0.657010462673499
0,1,0,1,0,1,0,0,1,15.2501614798229,0.51749285766639
0,0,1,0,0,0,1,0,1,10.7753968436535,0.48750260351579
0,1,0,0,0,0,1,0,1,12.8512546593953,0.48750260351579
1,0,0,0,0,0,1,0,1,13.2526524498712,0.51249739648421
0,1,1,1,0,0,1,0,1,13.4582793022356,0.442752145401444
0,0,1,0,0,0,0,0,1,10.3835968304173,0.46257015465625
1,1,0,1,1,1,0,1,1,15.9732432139786,0.638763175148842
1,0,1,1,1,1,1,1,1,16.3031008133654,0.661503159202952
0,1,1,0,0,0,1,1,1,13.3790279227517,0.437823499114202
0,1,0,0,0,0,1,0,0,12.81532695956,0.48750260351579
0,0,0,0,0,0,0,0,0,9.93814727341082,0.51249739648421
1,1,1,1,1,1,0,1,1,14.4601097085102,0.59145897843278
0,0,0,0,0,0,1,0,1,12.7448863027548,0.53742984534375
0,1,1,0,0,0,0,1,0,12.207227611049,0.41338242108267
1,0,1,1,1,0,1,1,1,13.8707300933484,0.615383756391182
0,1,0,0,0,0,0,1,1,13.0490397301097,0.46257015465625
0,1,0,0,0,0,0,0,0,12.7264415215731,0.46257015465625
1,0,0,1,1,0,1,0,0,14.5150334481021,0.661503159202952
0,0,1,1,0,0,1,0,0,11.297679922818,0.49250056244938
1,0,1,0,0,1,1,1,0,12.6550245623243,0.51249739648421
0,1,1,0,0,0,0,0,1,11.9693782214072,0.41338242108267
0,1,0,0,0,0,0,0,0,11.5115726039069,0.46257015465625
1,0,0,0,1,1,0,0,0,12.5398367476073,0.679178699175393
1,1,1,1,1,1,1,1,0,15.2359464142988,0.615383756391182
1,1,1,1,1,1,0,1,0,12.9975681868403,0.59145897843278
0,1,1,0,0,0,1,0,1,13.8318705675217,0.437823499114202
0,0,0,0,0,0,0,0,1,10.4862703607377,0.51249739648421
1,1,1,0,0,1,1,1,1,15.5533458111315,0.46257015465625
1,0,0,1,1,1,1,0,0,14.149966337202,0.704745697998091
1,0,0,1,1,1,0,0,1,14.6763380052431,0.683520893736316
0,0,1,0,0,0,1,1,1,12.99042603177,0.48750260351579
0,1,1,0,0,1,1,1,0,13.398942283687,0.48750260351579
0,0,1,0,0,0,1,0,0,11.5824352777476,0.48750260351579
0,1,1,0,0,0,0,0,0,11.8099783161605,0.41338242108267
1,1,0,1,1,1,0,1,0,15.2234554215341,0.638763175148842
0,1,0,1,1,1,0,0,1,14.6085525336047,0.661503159202952
1,1,0,1,1,0,0,0,0,14.1165104527637,0.59145897843278
1,1,0,1,1,1,0,1,1,15.5239464031323,0.638763175148842
1,1,0,1,1,1,1,1,1,16.0644105149457,0.661503159202952
0,0,0,0,0,0,0,0,1,11.5093895537256,0.51249739648421
0,1,0,0,0,0,1,0,1,12.535625287707,0.48750260351579
1,0,1,0,1,1,0,1,1,16.1663503567219,0.634135591010801
1,0,1,1,1,1,1,1,1,15.6677393037936,0.661503159202952
0,1,1,1,0,0,1,0,0,12.6889204287395,0.442752145401444
1,1,1,0,0,0,0,0,1,12.2813366693281,0.389360766050778
1,0,0,1,1,1,1,1,1,15.9626401845179,0.704745697998091
0,0,1,0,0,0,0,0,0,8.60849369737525,0.46257015465625
0,0,0,1,1,1,1,0,0,12.6584113507994,0.725119497789823
1,1,1,0,1,1,0,1,0,12.608988576147,0.58661757891733
1,0,0,0,0,0,1,0,1,12.663186580964,0.51249739648421
1,0,0,0,1,1,1,1,1,13.5676432788292,0.700567142473973
1,1,0,1,1,1,1,1,1,18.8184191198098,0.661503159202952
1,0,0,1,1,1,0,1,1,12.6429977766424,0.683520893736316
1,0,0,1,0,0,0,0,1,12.3384886828224,0.49250056244938
0,0,0,0,0,0,1,0,1,10.7249713393615,0.53742984534375
0,1,1,0,0,0,1,0,0,12.3307693415372,0.437823499114202
0,0,1,0,0,1,1,0,0,12.7780364444901,0.53742984534375
0,1,0,0,0,0,0,1,0,11.5334001797258,0.46257015465625
0,1,0,0,1,1,0,1,1,14.2657569778702,0.657010462673499
0,1,0,0,1,1,0,1,0,14.0138777562625,0.657010462673499
1,1,0,1,1,1,0,1,1,15.7950849064281,0.638763175148842
0,0,0,0,0,1,1,0,1,12.970480112953,0.58661757891733
0,0,1,1,1,1,1,0,1,15.5311887500295,0.683520893736316
0,1,0,0,0,0,1,0,1,12.2250859175541,0.48750260351579
0,0,1,1,0,0,0,0,1,11.8013796287073,0.467545693612681
1,1,1,0,1,1,0,1,0,14.0114070392388,0.58661757891733
0,1,0,0,0,0,1,1,0,13.1658863000597,0.48750260351579
1,0,1,0,0,0,1,0,1,14.5635493173663,0.46257015465625
0,0,1,0,1,1,1,1,1,13.8551157559201,0.679178699175393
0,0,0,1,1,1,1,1,1,13.6597714272196,0.725119497789823
0,1,1,0,0,0,0,0,0,9.79448644917385,0.41338242108267
1,1,0,0,1,1,1,1,1,15.5288841254518,0.657010462673499
1,1,1,1,1,1,1,1,0,16.2280284314832,0.615383756391182
0,0,1,0,0,0,0,0,0,10.7266841529474,0.46257015465625
0,0,0,0,0,1,1,0,1,12.4186597346445,0.58661757891733
0,0,0,0,0,1,1,1,1,13.8448855682822,0.58661757891733
1,0,1,1,0,0,1,0,1,13.1019413224222,0.467545693612681
0,0,0,0,0,0,1,0,0,10.4943049103515,0.53742984534375
1,0,1,0,0,0,1,0,0,10.5794854458436,0.46257015465625
0,0,1,0,0,0,1,0,1,11.6221928905858,0.48750260351579
0,0,0,1,1,0,1,1,1,13.5429729433746,0.683520893736316
1,1,1,0,1,0,1,0,0,13.205862187629,0.562176500885798
0,1,0,1,1,1,0,0,1,15.3712882872684,0.661503159202952
0,1,1,0,0,0,1,0,0,11.3690101770903,0.437823499114202
1,0,1,1,1,0,1,1,0,12.3849998577029,0.615383756391182
1,0,1,0,0,1,1,1,1,14.9081870428596,0.51249739648421
0,0,0,0,0,0,0,0,0,10.1804805429113,0.51249739648421
1,1,0,1,1,1,1,1,1,17.8926399140919,0.661503159202952
0,1,0,0,0,0,0,0,0,11.5126659595382,0.46257015465625
1,1,0,1,1,0,1,0,1,16.0249225004484,0.615383756391182
1,1,0,0,0,0,1,1,0,13.4175885669424,0.46257015465625
1,1,1,0,0,0,1,0,1,13.5640779834141,0.41338242108267
1,0,1,1,1,1,1,0,1,15.6615662733714,0.661503159202952
1,1,0,1,1,1,0,1,1,17.6361135841452,0.638763175148842
1,1,0,1,1,1,1,1,0,15.7720510885239,0.661503159202952
1,1,0,1,1,1,1,1,0,16.3879775551279,0.661503159202952
1,1,1,1,1,1,1,1,1,15.4113324326004,0.615383756391182
0,0,0,0,0,0,0,0,0,9.81561801041512,0.51249739648421
1,1,0,1,1,1,0,0,1,14.1660213777352,0.638763175148842
1,1,1,1,1,1,1,1,1,17.1232097080088,0.615383756391182
0,1,0,0,0,0,1,1,0,10.5216222757603,0.48750260351579
0,1,0,0,0,0,0,0,1,12.5548245697187,0.46257015465625
0,0,0,0,0,0,1,0,1,11.3695596426875,0.53742984534375
0,1,1,0,1,1,1,0,0,14.4548653745221,0.634135591010801
0,1,0,0,0,0,0,0,1,10.500903089795,0.46257015465625
0,1,0,0,0,0,0,1,1,12.2613903585288,0.46257015465625
1,0,0,1,0,0,0,0,1,11.5978255161621,0.49250056244938
1,0,0,1,1,1,1,1,1,16.418986727122,0.704745697998091
0,1,0,0,0,0,0,0,0,11.381540778373,0.46257015465625
0,1,0,1,1,1,1,1,1,16.4003072489279,0.683520893736316
0,1,1,0,0,1,0,0,1,13.7093433847966,0.46257015465625
0,0,0,0,0,0,0,0,1,12.8616238311182,0.51249739648421
1,1,0,1,1,1,1,1,0,16.8936839142686,0.661503159202952
1,0,0,1,0,0,1,0,0,13.4384312381442,0.51749285766639
1,0,0,1,0,0,1,1,1,14.0260093092941,0.51749285766639
0,1,0,0,0,0,1,1,1,12.9310398255154,0.48750260351579
0,0,0,0,0,1,1,0,0,13.8678399575582,0.58661757891733
0,1,1,0,0,0,1,1,0,10.6317312623956,0.437823499114202
0,1,0,1,0,0,1,1,0,12.8867719168002,0.49250056244938
0,1,1,0,0,0,0,0,1,12.4539729374174,0.41338242108267
0,1,0,1,1,0,0,1,1,12.7879943599392,0.615383756391182
0,1,0,0,0,1,1,1,1,14.7519544636335,0.53742984534375
1,1,0,1,0,0,1,0,0,12.5517934242768,0.467545693612681
1,1,1,1,1,1,0,0,0,16.0407586042361,0.59145897843278
0,0,0,0,0,0,0,0,0,6.45411640391502,0.51249739648421
1,1,1,0,1,1,1,1,0,14.9058677018764,0.610639233949222
1,0,0,0,0,0,0,1,1,13.3274217792865,0.48750260351579
0,1,0,0,0,0,1,0,1,12.5635497754077,0.48750260351579
1,0,0,1,1,1,1,0,1,15.2965195323121,0.704745697998091
0,1,1,0,0,0,1,0,0,11.9264140289763,0.437823499114202
1,0,0,0,0,0,1,0,1,13.0979397631966,0.51249739648421
0,1,1,0,0,0,0,1,0,9.19284545095279,0.41338242108267
0,1,1,0,0,0,1,1,0,11.9170558094906,0.437823499114202
1,0,0,0,0,0,0,1,0,14.3382108426448,0.48750260351579
0,1,1,0,0,1,1,1,1,15.8242195898031,0.48750260351579
1,0,1,0,0,0,1,0,1,12.4729841957258,0.46257015465625
1,1,1,1,1,0,0,0,1,15.1278924986941,0.542397940774351
1,0,1,1,1,0,0,0,0,12.5325910597556,0.59145897843278
1,1,1,0,0,1,1,1,0,14.975388774187,0.46257015465625
